Co_Ref,total_interactions,cc_call_ratio,low_engagement,total_emails,tenure_bucket,Band,Anchor_Group,Payment_Method,Payment_Timeframe,Renewal_Year,Sustainability_Score,Total_Renewal_Score_New,Auto_Renewal_Score,Anchoring_Score,Tenure_Scores,churn,negative_calls,complaint_calls,cancel_intent_calls,switching_intent_calls,cc_complaint_calls,cc_financial_stress_calls,cc_pricing_issue_calls,cc_platform_issue_calls,cc_support_dissatisfaction_calls,email_complaints,email_negative_exp,email_financial_issue,email_price_issue,low_payment_intent_count,email_interactions
ua0033,2.0,0.0,0,2.0,TB_1-3,band c1,1,card,0.0,2025,9.5,41.5,9,7.5,8.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,5.0
mp9450,1.0,0.0,0,1.0,TB_0-1,band c1,1,card,0.0,2024,8.0,31.5,8,7.5,8.0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0
zv5570,1.0,0.0,0,1.0,TB_5-10,band d,1,card,0.0,2025,8.0,43.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
et3126,2.0,0.0,0,2.0,TB_5-10,band c2,1,card,0.0,2026,9.0,43.0,8,7.5,9.5,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0
sf9350,2.0,0.0,0,2.0,TB_5-10,band c2,1,card,0.0,2025,9.0,44.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
oo0872,1.0,0.0,0,1.0,TB_5-10,band d,1,card,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0
pi9101,3.0,0.0,0,3.0,TB_5-10,band c2,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0
xb1398,1.0,0.0,0,1.0,TB_5-10,band c2,1,card,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
cj6771,3.0,0.25,0,2.0,TB_5-10,band d,1,card,0.0,2025,9.0,44.0,9,7.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ht5115,1.0,0.0,0,1.0,TB_10+,band d,1,card,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
jg4983,1.0,0.0,0,1.0,TB_5-10,band c1,1,card,0.0,2025,8.0,43.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
qr1742,1.0,0.0,0,1.0,TB_10+,band d,1,card,0.0,2025,9.5,43.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
fa6838,4.0,0.0,0,4.0,TB_3-5,band c2,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0
ay8873,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,0.0,2025,8.0,41.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
lb6910,1.0,0.0,0,1.0,TB_1-3,band c1,1,card,0.0,2025,9.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
qc1991,2.0,0.0,0,2.0,TB_3-5,band d,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
nn3141,1.0,0.0,0,1.0,TB_1-3,band e,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0
cx2052,2.0,0.0,0,2.0,TB_1-3,band d,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
oj9237,4.0,0.0,0,4.0,TB_3-5,band c2,1,card,0.0,2025,8.0,40.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0
ml7207,2.0,0.0,0,2.0,TB_5-10,band d,1,bacs,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
xb1438,2.0,0.0,0,2.0,TB_3-5,band c2,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
du6590,2.0,0.0,0,2.0,TB_1-3,band c1,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
kv6230,1.0,0.0,0,1.0,TB_1-3,band c1,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
gt7898,2.0,0.0,0,2.0,TB_3-5,band c1,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
rh0052,2.0,0.0,0,2.0,TB_5-10,band d,1,card,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
wz2086,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,0.0,2025,9.0,43.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
kp3348,1.0,0.0,0,1.0,TB_1-3,band e,1,card,0.0,2025,9.5,42.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
bd8449,2.0,0.0,0,2.0,TB_3-5,band e,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
pb6572,1.0,0.0,0,1.0,TB_1-3,band c2,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
ig4614,1.0,0.0,0,1.0,TB_1-3,band d,1,card,0.0,2025,8.0,40.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
ad7382,1.0,0.0,0,1.0,TB_1-3,band e,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
fu7247,3.0,0.0,0,3.0,TB_3-5,band d,1,card,0.0,2025,9.0,43.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
sg6675,3.0,0.25,0,2.0,TB_5-10,band c1,1,card,0.0,2025,9.0,44.0,9,7.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0
dl6834,2.0,0.0,0,2.0,TB_10+,band e,1,card,0.0,2025,9.5,43.5,8,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
of1326,1.0,0.0,0,1.0,TB_1-3,band d,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0
ox4753,2.0,0.0,0,2.0,TB_1-3,band e,1,card,0.0,2025,8.0,41.0,8,7.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0
rs3244,1.0,0.0,0,1.0,TB_3-5,band d,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0
rw7853,3.0,0.25,0,2.0,TB_5-10,band c2,1,card,0.0,2025,8.0,43.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
pe3722,2.0,0.0,0,2.0,TB_5-10,band d,1,card,0.0,2026,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
ve1025,4.0,0.0,0,4.0,TB_5-10,band c1,1,card,0.0,2026,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,6.0
wz9394,3.0,0.0,0,2.0,TB_1-3,band d,1,card,0.0,2025,9.0,43.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
bi8284,2.0,0.0,0,2.0,TB_3-5,band c2,1,card,0.0,2025,8.0,40.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
kj3829,1.0,0.0,0,1.0,TB_5-10,band d,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
uo4867,5.0,0.5,0,2.0,TB_1-3,band d,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
cp1325,5.0,0.5,0,2.0,TB_Unknown,band c2,1,card,0.0,2025,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
if9262,1.0,0.0,0,1.0,TB_10+,band c2,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
as6913,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,0.0,2025,9.5,42.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
bz4699,1.0,0.0,0,1.0,TB_1-3,band d,1,card,0.0,2025,8.0,40.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
jv4871,1.0,0.0,0,1.0,TB_3-5,band d,1,card,0.0,2025,9.0,41.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
xd3179,1.0,0.0,0,1.0,TB_1-3,band c1,1,card,0.0,2025,9.0,41.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
ky1476,2.0,0.0,0,2.0,TB_1-3,band c1,1,card,0.0,2026,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0
et7763,2.0,0.0,0,2.0,TB_10+,band c1,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
kx5102,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,0.0,2025,8.0,40.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
ii8793,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,0.0,2025,9.0,41.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0
mb3039,3.0,0.0,0,3.0,TB_5-10,band c2,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
qw2364,2.0,0.0,0,2.0,TB_1-3,band e,1,card,0.0,2025,9.0,40.0,8,7.5,8.5,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
jw3620,5.0,0.5,0,2.0,TB_10+,band d,1,bacs,0.0,2025,9.5,43.5,8,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
ur0022,1.0,0.0,0,1.0,TB_5-10,band c2,1,card,0.0,2025,9.5,44.5,9,7.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
pp8736,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,0.0,2024,9.0,43.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
zs6620,1.0,0.0,0,1.0,TB_3-5,band c2,1,card,0.0,2024,8.0,41.5,8,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
mi6001,0.0,0.0,1,0.0,TB_3-5,band c2,1,card,0.0,2025,9.0,44.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
vi0199,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,0.0,2024,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0
tw7884,3.0,0.0,0,3.0,TB_5-10,band c2,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0
ah3544,3.0,0.0,0,3.0,TB_1-3,band c2,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0
uk3752,2.0,0.0,0,2.0,TB_3-5,band c2,1,card,0.0,2024,8.0,42.5,9,7.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
kv6230,1.0,0.0,0,1.0,TB_1-3,band c2,1,card,0.0,2024,8.0,42.0,9,7.5,8.5,0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
uu7410,2.0,0.0,0,2.0,TB_5-10,band c2,1,card,0.0,2024,8.0,43.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
bd8449,2.0,0.0,0,2.0,TB_3-5,band e,1,card,0.0,2024,9.5,44.0,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
li6051,2.0,0.0,0,2.0,TB_1-3,band d,1,bacs,0.0,2024,9.5,42.5,8,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
wn4530,1.0,0.0,0,1.0,TB_5-10,band d,1,card,0.0,2025,8.0,43.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
aa7637,3.0,0.0,0,3.0,TB_1-3,band e,1,card,0.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,5.0
gy4392,3.0,0.25,0,2.0,TB_5-10,band d,1,bacs,0.0,2025,9.0,44.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
qe9217,4.0,0.0,0,3.0,TB_1-3,band d,1,card,0.0,2025,9.0,43.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0
rh0052,2.0,0.0,0,2.0,TB_5-10,band d,1,card,0.0,2024,9.5,44.5,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
cp1467,2.0,0.0,0,2.0,TB_5-10,band d,1,card,0.0,2025,8.0,41.0,9,7.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
ge6425,4.0,0.2,0,3.0,TB_10+,band e,1,card,0.0,2025,8.0,42.0,9,7.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0
nh0173,0.0,0.0,1,0.0,TB_1-3,band e,1,card,0.0,2025,9.0,43.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ur2474,1.0,0.0,0,1.0,TB_3-5,band d,1,card,0.0,2024,9.0,43.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
jv4871,1.0,0.0,0,1.0,TB_1-3,band d,1,card,0.0,2024,9.0,41.5,9,7.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
kp3348,1.0,0.0,0,1.0,TB_1-3,band e,1,card,0.0,2024,9.5,42.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
mb3039,3.0,0.0,0,3.0,TB_5-10,band c2,1,card,0.0,2026,8.0,41.0,9,7.5,9.5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
rx1424,2.0,0.0,0,2.0,TB_0-1,band c2,1,card,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0
st8431,2.0,0.0,0,2.0,TB_0-1,band c2,1,card,0.0,2025,9.5,43.0,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
fe7395,1.0,0.0,0,1.0,TB_0-1,band c1,1,card,0.0,2025,9.0,41.5,8,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
ha0032,2.0,0.0,0,2.0,TB_0-1,band d,1,card,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
vy0061,1.0,0.0,0,1.0,TB_0-1,band c2,1,card,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
kz6925,2.0,0.0,0,2.0,TB_0-1,band c2,1,world pay,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0
gm8015,2.0,0.0,0,2.0,TB_0-1,band e,1,card,0.0,2025,9.5,43.0,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
he7047,2.0,0.0,0,2.0,TB_0-1,band d,1,card,0.0,2025,8.0,40.5,8,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
tf8182,4.0,0.0,0,3.0,TB_0-1,band c2,1,card,0.0,2025,9.0,42.5,9,7.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0
uu0675,2.0,0.0,0,2.0,TB_0-1,band e,1,card,0.0,2025,9.5,43.0,9,7.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
gl1383,2.0,0.0,0,2.0,TB_0-1,band c2,1,card,0.0,2025,9.5,43.0,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
kn1351,3.0,0.0,0,3.0,TB_0-1,band d,1,card,0.0,2025,9.5,43.0,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0
ta6719,2.0,0.0,0,2.0,TB_0-1,band d,1,bacs,0.0,2025,9.5,42.0,8,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
iw4659,1.0,0.0,0,1.0,TB_0-1,band d,1,bacs,0.0,2025,9.5,42.0,8,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ri5934,2.0,0.0,0,2.0,TB_0-1,band d,1,card,0.0,2026,9.0,40.0,9,7.5,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
sp9010,2.0,0.0,0,2.0,TB_0-1,band c2,1,card,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
vj2862,1.0,0.0,0,1.0,TB_0-1,band e,1,card,0.0,2025,9.0,40.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
da0895,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,0.0,2026,8.0,41.0,9,7.5,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0
bd0865,1.0,0.0,0,1.0,TB_0-1,band c2,1,card,0.0,2026,8.0,41.0,9,7.5,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0
db5148,1.0,0.0,0,1.0,TB_0-1,band e,1,card,0.0,2025,9.0,42.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
hb5804,1.0,0.0,0,1.0,TB_0-1,band c2,1,card,0.0,2025,8.0,39.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
mi6746,2.0,0.0,0,2.0,TB_0-1,band d,1,bacs,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0
wx5695,3.0,0.0,0,2.0,TB_0-1,band c1,1,card,0.0,2025,8.0,40.5,9,7.5,8.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0
ag3023,1.0,0.0,0,1.0,TB_0-1,band d,1,card,0.0,2025,8.0,39.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
hz0126,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,0.0,2025,8.0,39.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
fk5485,1.0,0.0,0,1.0,TB_0-1,band d,1,card,0.0,2025,9.0,42.5,9,7.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
mq2340,2.0,0.0,0,2.0,TB_0-1,band c1,1,card,0.0,2026,8.0,39.0,9,7.5,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,7.0
mz5676,0.0,0.0,1,0.0,TB_0-1,band c2,1,card,0.0,2024,8.0,31.5,8,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ag8323,3.0,0.0,0,3.0,TB_0-1,band d,1,card,0.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0
fa7925,0.0,0.0,1,0.0,TB_0-1,band d,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
zd9955,2.0,0.0,0,2.0,TB_0-1,band d,1,card,0.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0
im4022,2.0,0.0,0,2.0,TB_1-3,band c2,1,card,0.0,2025,9.0,43.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
